"(PDH-CSV 4.0) (E. South America Daylight Time)(120)","\\FE1\LogicalDisk(C:)\% Free Space","\\FE1\LogicalDisk(D:)\% Free Space","\\FE1\Memory\% Committed Bytes In Use","\\FE1\Processor(_Total)\% Processor Time"
"10/26/2021 14:56:38.416","29.554655870445345","50.40650406504065","37.473694978663708","99.926486696774916"
"10/26/2021 14:56:39.417","29.554655870445345","50.40650406504065","37.261062722861986","46"
"10/26/2021 14:56:40.419","29.554655870445345","50.40650406504065","37.261062722861986","25"
"10/26/2021 14:56:41.420","29.554655870445345","50.40650406504065","36.450721926696673","47"
"10/26/2021 14:56:42.421","29.554655870445345","50.40650406504065","36.984129303793765","48"
"10/26/2021 14:56:43.423","29.554655870445345","50.40650406504065","36.48798737358976","29.000000000000004"
