
"(PDH-CSV 4.0)","\\CLP500-143\LogicalDisk(C:)\% de espa‡o livre","\\CLP500-143\LogicalDisk(D:)\% de espa‡o livre","\\CLP500-143\Mem¢ria\% bytes confirmados em uso","\\CLP500-143\Processador(_Total)\% tempo de processador"
"10/29/2021 07:00:02.748","72.235908","98.446872","13.736575","1.719508"
"10/29/2021 07:00:03.748","72.235908","98.446872","13.736575","0.939509"
"10/29/2021 07:00:04.748","72.235908","98.446872","13.736575","2.499507"
"10/29/2021 07:00:05.748","72.235908","98.446872","13.725126","2.499517"
"10/29/2021 07:00:06.748","72.235908","98.446872","13.725126","0.939499"
Saindo, aguarde...                         
O comando foi conclu¡do com ˆxito.
